IDdistrict,year,month,day,maxtemp,mintemp,sunnyhours,daytype
1-1-1-14,2020,8,2,43,35,5,SUNNY
1-1-1-14,2020,8,3,8,3,1,CLOUDY
1-1-1-14,2020,8,4,26,-3,1,CLOUDY
1-1-1-14,2020,8,5,46,15,2,RAINY
1-1-1-14,2020,8,6,27,17,7,SNOWY
1-1-1-14,2020,8,7,46,-1,11,SUNNY
1-1-1-14,2020,8,8,41,41,7,SUNNY
1-1-1-14,2020,8,9,-8,-10,5,SUNNY
1-1-1-14,2020,8,10,47,14,11,SNOWY
1-1-1-14,2020,8,11,31,12,10,CLOUDY
1-1-1-14,2020,8,12,-4,-10,0,RAINY
1-1-1-14,2020,8,13,31,22,6,RAINY
1-1-1-14,2020,8,14,24,5,11,SNOWY
1-1-1-14,2020,8,15,-7,-9,4,CLOUDY
1-1-1-14,2020,8,16,1,-3,7,SUNNY
1-1-1-14,2020,8,17,36,18,7,CLOUDY
1-1-1-14,2020,8,18,13,-5,6,CLOUDY
1-1-1-14,2020,8,19,-1,-8,10,SUNNY
1-1-1-14,2020,8,20,21,-6,5,SNOWY
1-1-1-14,2020,8,21,28,-4,3,CLOUDY
1-1-1-14,2020,8,22,43,22,3,SUNNY
1-1-1-14,2020,8,23,20,2,1,SUNNY
1-1-1-14,2020,8,24,9,-8,1,CLOUDY
1-1-1-14,2020,8,25,35,6,11,SUNNY
1-1-1-14,2020,8,26,9,7,3,SUNNY
1-1-1-14,2020,8,27,47,43,7,RAINY
1-1-1-14,2020,8,28,14,-3,8,CLOUDY
1-1-1-14,2020,9,1,-9,-10,7,SNOWY
1-1-1-14,2020,9,2,19,-4,6,SNOWY
1-1-1-14,2020,9,3,-3,-4,4,RAINY
1-1-1-14,2020,9,4,32,3,3,CLOUDY
1-1-1-14,2020,9,5,-10,-10,2,SUNNY
1-1-1-14,2020,9,6,22,15,11,SNOWY
1-1-1-14,2020,9,7,22,4,12,RAINY
1-1-1-14,2020,9,8,-5,-6,1,SNOWY
1-1-1-14,2020,9,9,36,-4,3,CLOUDY
1-1-1-14,2020,9,10,50,8,2,SUNNY
1-1-1-14,2020,9,11,17,17,0,SNOWY
1-1-1-14,2020,9,12,26,-9,8,SUNNY
1-1-1-14,2020,9,13,14,-6,10,SUNNY
1-1-1-14,2020,9,14,10,-1,11,SUNNY
1-1-1-14,2020,9,15,49,36,1,SNOWY
1-1-1-14,2020,9,16,29,16,1,SNOWY
1-1-1-14,2020,9,17,6,-4,6,SNOWY
1-1-1-14,2020,9,18,40,32,7,SUNNY
1-1-1-14,2020,9,19,18,12,11,CLOUDY
1-1-1-14,2020,9,20,18,2,8,RAINY
1-1-1-14,2020,9,21,29,4,5,CLOUDY
1-1-1-14,2020,9,22,15,14,4,RAINY
1-1-1-14,2020,9,23,20,15,6,SNOWY
1-1-1-14,2020,9,24,5,-5,9,CLOUDY
1-1-1-14,2020,9,25,22,-9,2,CLOUDY
1-1-1-14,2020,9,26,26,-6,0,SUNNY
1-1-1-14,2020,9,27,21,15,9,SUNNY
1-1-1-14,2020,9,28,25,-7,6,SUNNY
1-1-1-14,2020,10,1,17,-4,11,SNOWY
1-1-1-14,2020,10,2,-6,-8,9,CLOUDY
1-1-1-14,2020,10,3,29,-2,1,SNOWY
1-1-1-14,2020,10,4,29,9,1,SNOWY
1-1-1-14,2020,10,5,9,1,1,SNOWY
1-1-1-14,2020,10,6,40,14,2,RAINY
1-1-1-14,2020,10,7,18,5,8,CLOUDY
1-1-1-14,2020,10,8,2,-1,4,SNOWY
1-1-1-14,2020,10,9,-7,-8,5,SNOWY
1-1-1-14,2020,10,10,36,22,2,SUNNY
1-1-1-14,2020,10,11,42,20,5,SNOWY
1-1-1-14,2020,10,12,25,4,12,RAINY
1-1-1-14,2020,10,13,34,4,5,CLOUDY
1-1-1-14,2020,10,14,-10,-10,12,CLOUDY
1-1-1-14,2020,10,15,13,-7,12,RAINY
1-1-1-14,2020,10,16,43,3,11,CLOUDY
1-1-1-14,2020,10,17,18,12,12,SUNNY
1-1-1-14,2020,10,18,-1,-3,5,RAINY
1-1-1-14,2020,10,19,4,-5,11,SNOWY
1-1-1-14,2020,10,20,44,-2,2,RAINY
1-1-1-14,2020,10,21,41,6,4,CLOUDY
1-1-1-14,2020,10,22,9,0,6,RAINY
1-1-1-14,2020,10,23,-10,-10,0,RAINY
1-1-1-14,2020,10,24,-5,-8,5,SNOWY
1-1-1-14,2020,10,25,-1,-7,5,RAINY
1-1-1-14,2020,10,26,15,5,6,RAINY
1-1-1-14,2020,10,27,37,35,1,SUNNY
1-1-1-14,2020,10,28,3,-1,0,CLOUDY
1-1-1-14,2020,11,1,15,13,1,CLOUDY
1-1-1-14,2020,11,2,35,-1,10,CLOUDY
1-1-1-14,2020,11,3,-6,-9,2,RAINY
1-1-1-14,2020,11,4,38,17,1,RAINY
1-1-1-14,2020,11,5,2,0,3,SNOWY
1-1-1-14,2020,11,6,26,2,2,RAINY
1-1-1-14,2020,11,7,11,4,9,CLOUDY
1-1-1-14,2020,11,8,33,10,12,SUNNY
1-1-1-14,2020,11,9,-10,-10,9,CLOUDY
1-1-1-14,2020,11,10,45,31,0,SNOWY
1-1-1-14,2020,11,11,-9,-10,5,RAINY
1-1-1-14,2020,11,12,38,2,1,CLOUDY
1-1-1-14,2020,11,13,-5,-9,11,SUNNY
1-1-1-14,2020,11,14,32,2,7,SNOWY
1-1-1-14,2020,11,15,40,2,1,SNOWY
1-1-1-14,2020,11,16,11,-9,0,RAINY
1-1-1-14,2020,11,17,12,4,8,CLOUDY
1-1-1-14,2020,11,18,38,-5,6,CLOUDY
1-1-1-14,2020,11,19,-6,-8,2,RAINY
1-1-1-14,2020,11,20,12,1,12,SNOWY
1-1-1-14,2020,11,21,28,17,3,SNOWY
1-1-1-14,2020,11,22,13,-4,9,SUNNY
1-1-1-14,2020,11,23,31,5,3,SUNNY
1-1-1-14,2020,11,24,1,1,2,SUNNY
1-1-1-14,2020,11,25,26,-1,4,RAINY
1-1-1-14,2020,11,26,26,5,7,RAINY
1-1-1-14,2020,11,27,-2,-4,0,SNOWY
1-1-1-14,2020,11,28,10,-3,6,SUNNY
1-1-1-14,2020,12,1,-9,-10,11,SNOWY
1-1-1-14,2020,12,2,48,26,6,SNOWY
1-1-1-14,2020,12,3,39,-10,3,CLOUDY
1-1-1-14,2020,12,4,23,-1,6,CLOUDY
1-1-1-14,2020,12,5,22,18,8,CLOUDY
1-1-1-14,2020,12,6,45,-3,3,SUNNY
1-1-1-14,2020,12,7,19,17,10,RAINY
1-1-1-14,2020,12,8,41,7,8,SNOWY
1-1-1-14,2020,12,9,47,5,5,SUNNY
1-1-1-14,2020,12,10,21,0,8,SNOWY
1-1-1-14,2020,12,11,46,-7,8,CLOUDY
1-1-1-14,2020,12,12,27,21,0,SUNNY
1-1-1-14,2020,12,13,25,-1,12,SUNNY
1-1-1-14,2020,12,14,20,11,7,SNOWY
1-1-1-14,2020,12,15,15,-4,4,SNOWY
1-1-1-14,2020,12,16,27,9,4,CLOUDY
1-1-1-14,2020,12,17,38,-2,9,CLOUDY
1-1-1-14,2020,12,18,23,12,8,RAINY
1-1-1-14,2020,12,19,27,10,1,SUNNY
1-1-1-14,2020,12,20,23,-7,5,SNOWY
1-1-1-14,2020,12,21,38,15,9,SNOWY
1-1-1-14,2020,12,22,26,11,12,RAINY
1-1-1-14,2020,12,23,14,5,4,RAINY
1-1-1-14,2020,12,24,26,-5,9,RAINY
1-1-1-14,2020,12,25,-8,-9,3,SNOWY
1-1-1-14,2020,12,26,30,-7,3,SUNNY
1-1-1-14,2020,12,27,-4,-10,1,SNOWY
1-1-1-14,2020,12,28,34,20,10,SNOWY
1-1-1-15,2020,1,1,-10,-10,8,SNOWY
1-1-1-15,2020,1,2,16,15,2,SNOWY
1-1-1-15,2020,1,3,50,49,6,SNOWY
1-1-1-15,2020,1,4,35,-9,7,RAINY
1-1-1-15,2020,1,5,5,-9,8,RAINY
1-1-1-15,2020,1,6,-2,-9,9,SUNNY
1-1-1-15,2020,1,7,48,40,10,SNOWY
1-1-1-15,2020,1,8,-1,-10,9,SNOWY
1-1-1-15,2020,1,9,-5,-10,6,SNOWY
1-1-1-15,2020,1,10,-4,-5,6,CLOUDY
1-1-1-15,2020,1,11,22,20,8,CLOUDY
1-1-1-15,2020,1,12,1,-1,0,CLOUDY
1-1-1-15,2020,1,13,21,16,0,CLOUDY
1-1-1-15,2020,1,14,-3,-8,9,SNOWY
1-1-1-15,2020,1,15,-2,-3,11,RAINY
1-1-1-15,2020,1,16,13,0,2,CLOUDY
1-1-1-15,2020,1,17,6,4,2,SNOWY
1-1-1-15,2020,1,18,7,-7,2,CLOUDY
1-1-1-15,2020,1,19,40,38,5,SNOWY
1-1-1-15,2020,1,20,19,-10,9,CLOUDY
1-1-1-15,2020,1,21,47,46,0,CLOUDY
1-1-1-15,2020,1,22,12,-4,7,RAINY
1-1-1-15,2020,1,23,28,25,7,SNOWY
1-1-1-15,2020,1,24,8,-6,12,RAINY
1-1-1-15,2020,1,25,31,20,4,RAINY
1-1-1-15,2020,1,26,45,-7,2,CLOUDY
1-1-1-15,2020,1,27,-1,-6,5,RAINY
1-1-1-15,2020,1,28,12,-9,10,SUNNY
1-1-1-15,2020,2,1,2,2,1,RAINY
1-1-1-15,2020,2,2,-8,-10,12,SUNNY
1-1-1-15,2020,2,3,24,-9,9,SUNNY
1-1-1-15,2020,2,4,-9,-10,3,SNOWY
1-1-1-15,2020,2,5,-10,-10,12,CLOUDY
1-1-1-15,2020,2,6,7,1,8,CLOUDY
1-1-1-15,2020,2,7,31,-7,5,RAINY
1-1-1-15,2020,2,8,45,26,8,SUNNY
1-1-1-15,2020,2,9,7,-6,12,CLOUDY
1-1-1-15,2020,2,10,20,9,5,CLOUDY
1-1-1-15,2020,2,11,9,5,12,CLOUDY
1-1-1-15,2020,2,12,34,13,4,CLOUDY
1-1-1-15,2020,2,13,35,-5,4,SUNNY
1-1-1-15,2020,2,14,19,6,0,RAINY
1-1-1-15,2020,2,15,25,5,10,SUNNY
1-1-1-15,2020,2,16,-9,-10,3,SUNNY
1-1-1-15,2020,2,17,24,20,8,RAINY
1-1-1-15,2020,2,18,16,-8,11,RAINY
1-1-1-15,2020,2,19,2,-9,8,CLOUDY
1-1-1-15,2020,2,20,-10,-10,8,SNOWY
1-1-1-15,2020,2,21,36,29,0,SUNNY
1-1-1-15,2020,2,22,26,17,5,SNOWY
1-1-1-15,2020,2,23,47,10,1,RAINY
1-1-1-15,2020,2,24,1,-1,3,SNOWY
1-1-1-15,2020,2,25,29,6,8,SNOWY
1-1-1-15,2020,2,26,34,-2,10,CLOUDY
1-1-1-15,2020,2,27,27,5,11,RAINY
1-1-1-15,2020,2,28,7,4,5,SNOWY
1-1-1-15,2020,3,1,7,-2,8,SUNNY
1-1-1-15,2020,3,2,-2,-9,1,SUNNY
1-1-1-15,2020,3,3,17,3,11,SNOWY
1-1-1-15,2020,3,4,18,4,1,SNOWY
1-1-1-15,2020,3,5,43,13,5,SNOWY
1-1-1-15,2020,3,6,48,26,4,SUNNY
1-1-1-15,2020,3,7,49,27,7,RAINY
1-1-1-15,2020,3,8,17,-3,12,SUNNY
1-1-1-15,2020,3,9,22,21,7,RAINY
1-1-1-15,2020,3,10,11,-5,3,SNOWY
1-1-1-15,2020,3,11,17,4,4,SUNNY
1-1-1-15,2020,3,12,14,-6,6,CLOUDY
1-1-1-15,2020,3,13,1,-3,9,CLOUDY
1-1-1-15,2020,3,14,20,6,0,SUNNY
1-1-1-15,2020,3,15,-6,-9,3,SUNNY
1-1-1-15,2020,3,16,1,1,1,SNOWY
1-1-1-15,2020,3,17,-8,-10,7,CLOUDY
1-1-1-15,2020,3,18,33,20,8,SUNNY
1-1-1-15,2020,3,19,22,1,0,SUNNY
1-1-1-15,2020,3,20,20,-2,6,SNOWY
1-1-1-15,2020,3,21,-8,-10,6,RAINY
1-1-1-15,2020,3,22,31,17,9,RAINY
1-1-1-15,2020,3,23,9,-8,5,SUNNY
1-1-1-15,2020,3,24,27,27,12,SNOWY
1-1-1-15,2020,3,25,11,3,1,RAINY
1-1-1-15,2020,3,26,33,19,1,SNOWY
1-1-1-15,2020,3,27,33,14,8,SNOWY
1-1-1-15,2020,3,28,-3,-7,1,SNOWY
1-1-1-15,2020,4,1,-7,-8,12,RAINY
1-1-1-15,2020,4,2,32,21,10,SNOWY
1-1-1-15,2020,4,3,-6,-9,1,SNOWY
1-1-1-15,2020,4,4,-7,-8,12,SNOWY
1-1-1-15,2020,4,5,34,31,0,RAINY
1-1-1-15,2020,4,6,14,9,3,CLOUDY
1-1-1-15,2020,4,7,27,5,10,RAINY
1-1-1-15,2020,4,8,6,-10,12,CLOUDY
1-1-1-15,2020,4,9,-2,-8,7,CLOUDY
1-1-1-15,2020,4,10,38,12,8,SUNNY
1-1-1-15,2020,4,11,45,-10,6,CLOUDY
1-1-1-15,2020,4,12,7,5,7,CLOUDY
1-1-1-15,2020,4,13,-3,-4,11,SUNNY
1-1-1-15,2020,4,14,47,4,12,RAINY
1-1-1-15,2020,4,15,-5,-6,1,CLOUDY
1-1-1-15,2020,4,16,-4,-9,12,CLOUDY
1-1-1-15,2020,4,17,0,-10,6,RAINY
1-1-1-15,2020,4,18,35,-4,9,CLOUDY
1-1-1-15,2020,4,19,3,-4,3,SUNNY
1-1-1-15,2020,4,20,27,1,10,CLOUDY
1-1-1-15,2020,4,21,40,-5,1,SNOWY
1-1-1-15,2020,4,22,41,7,2,SNOWY
1-1-1-15,2020,4,23,48,1,12,RAINY
1-1-1-15,2020,4,24,22,-8,5,CLOUDY
1-1-1-15,2020,4,25,2,-1,6,CLOUDY
1-1-1-15,2020,4,26,27,1,2,CLOUDY
1-1-1-15,2020,4,27,-3,-9,9,RAINY
1-1-1-15,2020,4,28,0,-1,2,RAINY
1-1-1-15,2020,5,1,18,0,7,CLOUDY
1-1-1-15,2020,5,2,37,30,6,SUNNY
1-1-1-15,2020,5,3,35,3,5,SUNNY
1-1-1-15,2020,5,4,16,15,6,SNOWY
1-1-1-15,2020,5,5,8,-10,0,CLOUDY
1-1-1-15,2020,5,6,3,-10,7,SNOWY
1-1-1-15,2020,5,7,11,-1,2,SNOWY
1-1-1-15,2020,5,8,-9,-10,5,SUNNY
1-1-1-15,2020,5,9,50,39,12,CLOUDY
1-1-1-15,2020,5,10,8,7,4,SNOWY
1-1-1-15,2020,5,11,39,-9,1,RAINY
1-1-1-15,2020,5,12,42,37,5,RAINY
1-1-1-15,2020,5,13,49,47,9,SNOWY
1-1-1-15,2020,5,14,43,9,3,RAINY
1-1-1-15,2020,5,15,36,3,2,RAINY
1-1-1-15,2020,5,16,-6,-9,2,CLOUDY
1-1-1-15,2020,5,17,-1,-5,10,RAINY
1-1-1-15,2020,5,18,30,-2,0,RAINY
1-1-1-15,2020,5,19,27,17,1,RAINY
1-1-1-15,2020,5,20,1,-7,6,RAINY
1-1-1-15,2020,5,21,7,-10,5,SUNNY
1-1-1-15,2020,5,22,50,48,11,SUNNY
1-1-1-15,2020,5,23,12,2,8,CLOUDY
1-1-1-15,2020,5,24,29,21,11,CLOUDY
1-1-1-15,2020,5,25,17,3,0,CLOUDY
1-1-1-15,2020,5,26,10,-9,4,RAINY
1-1-1-15,2020,5,27,2,0,6,CLOUDY
1-1-1-15,2020,5,28,13,-7,2,SUNNY
1-1-1-15,2020,6,1,-4,-5,2,RAINY
1-1-1-15,2020,6,2,-7,-10,5,RAINY
1-1-1-15,2020,6,3,-8,-9,0,RAINY
1-1-1-15,2020,6,4,-1,-6,4,SNOWY
1-1-1-15,2020,6,5,22,-9,10,SNOWY
1-1-1-15,2020,6,6,17,-6,4,SNOWY
1-1-1-15,2020,6,7,1,-1,5,SNOWY
1-1-1-15,2020,6,8,50,13,11,RAINY
1-1-1-15,2020,6,9,49,11,1,CLOUDY
1-1-1-15,2020,6,10,27,7,3,RAINY
1-1-1-15,2020,6,11,23,5,3,SNOWY
1-1-1-15,2020,6,12,24,16,8,CLOUDY
1-1-1-15,2020,6,13,29,-4,2,SUNNY
1-1-1-15,2020,6,14,8,2,9,RAINY
1-1-1-15,2020,6,15,50,39,9,RAINY
1-1-1-15,2020,6,16,18,4,3,SNOWY
1-1-1-15,2020,6,17,20,19,2,SNOWY
1-1-1-15,2020,6,18,3,2,0,RAINY
1-1-1-15,2020,6,19,36,31,8,SUNNY
1-1-1-15,2020,6,20,21,11,5,RAINY
1-1-1-15,2020,6,21,26,16,7,RAINY
1-1-1-15,2020,6,22,26,18,2,SUNNY
1-1-1-15,2020,6,23,2,0,8,SUNNY
1-1-1-15,2020,6,24,41,3,1,RAINY
1-1-1-15,2020,6,25,11,-10,0,RAINY
1-1-1-15,2020,6,26,-7,-10,5,SUNNY
1-1-1-15,2020,6,27,10,9,2,RAINY
1-1-1-15,2020,6,28,-5,-6,2,SUNNY
1-1-1-15,2020,7,1,33,11,8,CLOUDY
1-1-1-15,2020,7,2,48,26,8,SUNNY
1-1-1-15,2020,7,3,25,-7,7,SUNNY
1-1-1-15,2020,7,4,11,11,0,SNOWY
1-1-1-15,2020,7,5,-9,-10,8,SUNNY
1-1-1-15,2020,7,6,10,10,3,SUNNY
1-1-1-15,2020,7,7,42,3,9,SNOWY
1-1-1-15,2020,7,8,10,0,6,RAINY
1-1-1-15,2020,7,9,23,-1,10,RAINY
1-1-1-15,2020,7,10,19,0,6,RAINY
1-1-1-15,2020,7,11,9,-1,11,SUNNY
1-1-1-15,2020,7,12,36,20,3,SUNNY
1-1-1-15,2020,7,13,3,3,2,RAINY
1-1-1-15,2020,7,14,25,-6,0,RAINY
1-1-1-15,2020,7,15,1,-3,9,SNOWY
1-1-1-15,2020,7,16,13,9,2,RAINY
1-1-1-15,2020,7,17,44,41,4,SUNNY
1-1-1-15,2020,7,18,18,14,9,RAINY
1-1-1-15,2020,7,19,-1,-6,3,SNOWY
1-1-1-15,2020,7,20,-6,-7,8,SUNNY
1-1-1-15,2020,7,21,0,-4,0,RAINY
1-1-1-15,2020,7,22,25,23,6,SUNNY
1-1-1-15,2020,7,23,47,1,1,RAINY
1-1-1-15,2020,7,24,46,30,11,CLOUDY
1-1-1-15,2020,7,25,-4,-7,1,CLOUDY
1-1-1-15,2020,7,26,47,0,2,RAINY
1-1-1-15,2020,7,27,44,11,6,CLOUDY
1-1-1-15,2020,7,28,23,19,7,RAINY
1-1-1-15,2020,8,1,14,12,4,SNOWY
1-1-1-15,2020,8,2,25,19,12,CLOUDY
1-1-1-15,2020,8,3,-9,-10,10,SUNNY
1-1-1-15,2020,8,4,4,-7,8,RAINY
1-1-1-15,2020,8,5,-8,-9,6,SNOWY
1-1-1-15,2020,8,6,27,-5,9,CLOUDY
1-1-1-15,2020,8,7,17,3,4,SUNNY
1-1-1-15,2020,8,8,3,0,2,RAINY
1-1-1-15,2020,8,9,32,-6,12,SUNNY
1-1-1-15,2020,8,10,-8,-10,2,SNOWY
1-1-1-15,2020,8,11,28,18,6,CLOUDY
1-1-1-15,2020,8,12,48,46,3,RAINY
1-1-1-15,2020,8,13,7,7,11,SUNNY
1-1-1-15,2020,8,14,50,49,3,SUNNY
1-1-1-15,2020,8,15,8,0,4,SUNNY
1-1-1-15,2020,8,16,7,5,6,RAINY
1-1-1-15,2020,8,17,3,1,11,RAINY
1-1-1-15,2020,8,18,32,13,8,RAINY
1-1-1-15,2020,8,19,-2,-3,11,SNOWY
1-1-1-15,2020,8,20,48,37,3,SNOWY
1-1-1-15,2020,8,21,21,-3,10,RAINY
1-1-1-15,2020,8,22,13,-6,9,CLOUDY
1-1-1-15,2020,8,23,20,5,5,SNOWY
1-1-1-15,2020,8,24,7,3,4,SNOWY
1-1-1-15,2020,8,25,14,-4,5,SUNNY
1-1-1-15,2020,8,26,-9,-10,12,RAINY
1-1-1-15,2020,8,27,9,-8,10,RAINY
1-1-1-15,2020,8,28,8,-6,2,CLOUDY
1-1-1-15,2020,9,1,-1,-7,1,RAINY
1-1-1-15,2020,9,2,6,6,10,CLOUDY
1-1-1-15,2020,9,3,-9,-10,0,CLOUDY
1-1-1-15,2020,9,4,-7,-8,6,SNOWY
1-1-1-15,2020,9,5,27,27,1,SNOWY
1-1-1-15,2020,9,6,48,-8,5,SNOWY
1-1-1-15,2020,9,7,40,-5,11,SNOWY
1-1-1-15,2020,9,8,42,34,7,SNOWY
1-1-1-15,2020,9,9,-7,-9,9,RAINY
1-1-1-15,2020,9,10,25,4,9,CLOUDY
1-1-1-15,2020,9,11,41,14,8,CLOUDY
1-1-1-15,2020,9,12,-10,-10,9,RAINY
1-1-1-15,2020,9,13,18,15,9,SNOWY
1-1-1-15,2020,9,14,28,6,9,CLOUDY
1-1-1-15,2020,9,15,44,22,12,SNOWY
1-1-1-15,2020,9,16,38,25,4,SNOWY
1-1-1-15,2020,9,17,21,19,8,CLOUDY
1-1-1-15,2020,9,18,23,7,3,SNOWY
1-1-1-15,2020,9,19,-5,-10,4,SUNNY
1-1-1-15,2020,9,20,7,-5,9,SUNNY
1-1-1-15,2020,9,21,32,23,7,CLOUDY
1-1-1-15,2020,9,22,37,-7,0,CLOUDY
1-1-1-15,2020,9,23,25,-4,2,RAINY
1-1-1-15,2020,9,24,-10,-10,11,RAINY
1-1-1-15,2020,9,25,3,-5,7,CLOUDY
1-1-1-15,2020,9,26,-9,-10,0,RAINY
1-1-1-15,2020,9,27,40,-1,4,CLOUDY
1-1-1-15,2020,9,28,41,7,6,RAINY
1-1-1-15,2020,10,1,8,2,3,SNOWY
1-1-1-15,2020,10,2,18,14,5,SNOWY
1-1-1-15,2020,10,3,12,-5,10,SUNNY
1-1-1-15,2020,10,4,18,-9,0,RAINY
1-1-1-15,2020,10,5,-6,-7,0,SNOWY
1-1-1-15,2020,10,6,49,4,9,SUNNY
1-1-1-15,2020,10,7,33,9,3,RAINY
1-1-1-15,2020,10,8,48,32,9,CLOUDY
1-1-1-15,2020,10,9,25,13,12,CLOUDY
1-1-1-15,2020,10,10,22,4,0,RAINY
1-1-1-15,2020,10,11,22,18,0,RAINY
1-1-1-15,2020,10,12,38,17,8,CLOUDY
1-1-1-15,2020,10,13,20,-8,3,RAINY
1-1-1-15,2020,10,14,18,8,8,SNOWY
1-1-1-15,2020,10,15,46,40,1,SNOWY
1-1-1-15,2020,10,16,10,5,2,RAINY
1-1-1-15,2020,10,17,27,12,10,RAINY
1-1-1-15,2020,10,18,13,1,12,RAINY
1-1-1-15,2020,10,19,47,-1,1,SUNNY
1-1-1-15,2020,10,20,22,16,10,CLOUDY
1-1-1-15,2020,10,21,18,2,1,SNOWY
1-1-1-15,2020,10,22,-5,-10,5,SNOWY
1-1-1-15,2020,10,23,7,4,1,CLOUDY
1-1-1-15,2020,10,24,39,16,1,SUNNY
1-1-1-15,2020,10,25,28,28,5,RAINY
1-1-1-15,2020,10,26,32,19,11,RAINY
1-1-1-15,2020,10,27,-3,-9,9,CLOUDY
1-1-1-15,2020,10,28,35,10,2,CLOUDY
1-1-1-15,2020,11,1,18,-9,1,RAINY
1-1-1-15,2020,11,2,41,9,5,CLOUDY
1-1-1-15,2020,11,3,48,13,9,CLOUDY
1-1-1-15,2020,11,4,17,6,3,RAINY
1-1-1-15,2020,11,5,-4,-8,8,CLOUDY
1-1-1-15,2020,11,6,5,-2,0,SUNNY
1-1-1-15,2020,11,7,29,-3,2,CLOUDY
1-1-1-15,2020,11,8,15,-5,4,RAINY
1-1-1-15,2020,11,9,26,9,11,CLOUDY
1-1-1-15,2020,11,10,21,3,7,RAINY
1-1-1-15,2020,11,11,35,21,2,RAINY
1-1-1-15,2020,11,12,11,-10,1,CLOUDY
1-1-1-15,2020,11,13,32,30,11,SNOWY
1-1-1-15,2020,11,14,-10,-10,9,CLOUDY
1-1-1-15,2020,11,15,34,-9,1,RAINY
1-1-1-15,2020,11,16,38,-2,5,RAINY
1-1-1-15,2020,11,17,49,14,4,CLOUDY
1-1-1-15,2020,11,18,33,-3,2,SNOWY
1-1-1-15,2020,11,19,26,26,1,SNOWY
1-1-1-15,2020,11,20,44,8,10,SUNNY
1-1-1-15,2020,11,21,-2,-8,1,RAINY
1-1-1-15,2020,11,22,3,-9,1,SUNNY
1-1-1-15,2020,11,23,24,-3,2,RAINY
1-1-1-15,2020,11,24,49,-10,6,SNOWY
1-1-1-15,2020,11,25,-7,-10,3,RAINY
1-1-1-15,2020,11,26,22,20,0,CLOUDY
1-1-1-15,2020,11,27,-7,-9,11,CLOUDY
1-1-1-15,2020,11,28,49,-10,11,SUNNY
1-1-1-15,2020,12,1,34,-9,9,CLOUDY
1-1-1-15,2020,12,2,-9,-10,8,SUNNY
1-1-1-15,2020,12,3,50,1,8,RAINY
1-1-1-15,2020,12,4,5,-10,5,RAINY
1-1-1-15,2020,12,5,35,-9,8,SUNNY
1-1-1-15,2020,12,6,-9,-10,11,CLOUDY
1-1-1-15,2020,12,7,10,1,7,RAINY
1-1-1-15,2020,12,8,26,12,9,SUNNY
1-1-1-15,2020,12,9,5,-6,3,SUNNY
1-1-1-15,2020,12,10,-9,-10,5,RAINY
1-1-1-15,2020,12,11,26,26,4,CLOUDY
1-1-1-15,2020,12,12,-7,-8,8,SNOWY
1-1-1-15,2020,12,13,27,-2,0,SUNNY
1-1-1-15,2020,12,14,23,-9,7,SNOWY
1-1-1-15,2020,12,15,40,40,11,RAINY
1-1-1-15,2020,12,16,46,25,6,RAINY
1-1-1-15,2020,12,17,48,33,0,SNOWY
1-1-1-15,2020,12,18,43,-6,0,SUNNY
1-1-1-15,2020,12,19,47,34,10,RAINY
1-1-1-15,2020,12,20,23,6,5,CLOUDY
1-1-1-15,2020,12,21,6,-3,10,RAINY
1-1-1-15,2020,12,22,22,18,6,SUNNY
1-1-1-15,2020,12,23,27,-10,11,SNOWY
1-1-1-15,2020,12,24,28,22,8,SUNNY
1-1-1-15,2020,12,25,6,6,4,SUNNY
1-1-1-15,2020,12,26,8,3,8,RAINY
1-1-1-15,2020,12,27,30,24,7,SNOWY
1-1-1-15,2020,12,28,-1,-2,12,SNOWY
1-1-1-16,2020,1,1,34,33,1,SUNNY
1-1-1-16,2020,1,2,35,13,6,RAINY
1-1-1-16,2020,1,3,15,-5,5,RAINY
1-1-1-16,2020,1,4,7,2,11,RAINY
1-1-1-16,2020,1,5,11,2,11,RAINY
1-1-1-16,2020,1,6,-9,-10,3,SNOWY
1-1-1-16,2020,1,7,28,28,9,SUNNY
1-1-1-16,2020,1,8,24,-9,6,RAINY
1-1-1-16,2020,1,9,28,22,0,SNOWY
1-1-1-16,2020,1,10,-8,-9,8,SNOWY
1-1-1-16,2020,1,11,8,0,10,RAINY
1-1-1-16,2020,1,12,37,27,3,RAINY
1-1-1-16,2020,1,13,4,-3,5,SUNNY
1-1-1-16,2020,1,14,42,0,9,RAINY
1-1-1-16,2020,1,15,1,-2,1,SUNNY
1-1-1-16,2020,1,16,49,40,12,RAINY
1-1-1-16,2020,1,17,40,29,12,SUNNY
1-1-1-16,2020,1,18,17,12,2,CLOUDY
1-1-1-16,2020,1,19,-6,-9,7,CLOUDY
1-1-1-16,2020,1,20,8,-2,7,CLOUDY
1-1-1-16,2020,1,21,-5,-9,7,SUNNY
1-1-1-16,2020,1,22,47,-2,9,SNOWY
1-1-1-16,2020,1,23,38,0,11,CLOUDY
1-1-1-16,2020,1,24,10,-4,7,RAINY
1-1-1-16,2020,1,25,23,7,11,SNOWY
1-1-1-16,2020,1,26,28,21,2,SNOWY
1-1-1-16,2020,1,27,43,39,12,RAINY
1-1-1-16,2020,1,28,-6,-9,10,CLOUDY
1-1-1-16,2020,2,1,-5,-9,11,SNOWY
1-1-1-16,2020,2,2,2,2,7,SUNNY
